#drugbankID,drugname,virus-ID,virus-name
426,Famciclovir|2-(2-(2-amino-9H-purin-9-yl)ethyl)-1-3-propanediol diacetate|9-[4-acetoxy-3-(acetoxymethyl)but-1-yl]-2-aminopurine|acetic acid 2-acetoxymethyl-4-(2-amino-purin-9-yl)-butyl ester|Famciclovir|Famciclovirum|FCV,10298,Human alphaherpesvirus 1|HSV-1|HSV1|Herpes simplex virus 1|Human herpesvirus 1|Human herpesvirus type 1|herpes simplex virus 1 HSV-1|herpes simplex virus HSV-1|herpes simplex virus type 1 HSV-1|herpes simplex virus type 1 HSV1|herpes simplex virus type-1 HSV-1
249,Idoxuridine|(+)-5-Iodo-2'-deoxyuridine|1-(2-Deoxy-beta-D-ribofuranosyl)-5-iodouracil|1-beta-D-2'-Deoxyribofuranosyl-5-iodouracil|1beta-D-2'-Deoxyribofuranosyl-5-iodouracil|2'-Deoxy-5-iodouridine|5-iodo-2'-deoxyuridine|5-Iododeoxyuridine|5-Iodouracil deoxyriboside|Idoxuridin|Idoxuridina|Idoxuridine|Idoxuridinum|IdU|Iododeoxyridine|Iodoxuridine|Joddeoxiuridin,10298,Human alphaherpesvirus 1|HSV-1|HSV1|Herpes simplex virus 1|Human herpesvirus 1|Human herpesvirus type 1|herpes simplex virus 1 HSV-1|herpes simplex virus HSV-1|herpes simplex virus type 1 HSV-1|herpes simplex virus type 1 HSV1|herpes simplex virus type-1 HSV-1
1004,Ganciclovir|2-(6-Amino-purin-9-ylmethoxy)-propane-1-3-diol|2-amino-9-((1-3-dihydroxypropan-2-yloxy)methyl)-1H-purin-6(9H)-one|2-amino-9-((1-3-dihydroxypropan-2-yloxy)methyl)-3H-purin-6(9H)-one|2-amino-9-((1-3-dihydroxypropan-2-yloxy)methyl)-9H-purin-6-ol|2-Amino-9-(2-hydroxy-1-hydroxymethyl-ethoxymethyl)-1-9-dihydro-purin-6-one|2-amino-9-(2-hydroxy-1-hydroxymethylethoxymethyl)-6-9-dihydro-1H-6-purinone|9-((2-Hydroxy-1-(hydroxymethyl)ethoxy)methyl)guanine|9-[(1-3-dihydroxy-2-propoxy)methyl]guanine|GA2|Ganciclovir|Ganciclovirum|Gancyclovir,10298,Human alphaherpesvirus 1|HSV-1|HSV1|Herpes simplex virus 1|Human herpesvirus 1|Human herpesvirus type 1|herpes simplex virus 1 HSV-1|herpes simplex virus HSV-1|herpes simplex virus type 1 HSV-1|herpes simplex virus type 1 HSV1|herpes simplex virus type-1 HSV-1
529,Foscarnet|Carboxyphosphonic acid|Foscarmet|Phosphonoformate|Phosphonoformic acid|Phosphonomethanoic acid,10298,Human alphaherpesvirus 1|HSV-1|HSV1|Herpes simplex virus 1|Human herpesvirus 1|Human herpesvirus type 1|herpes simplex virus 1 HSV-1|herpes simplex virus HSV-1|herpes simplex virus type 1 HSV-1|herpes simplex virus type 1 HSV1|herpes simplex virus type-1 HSV-1
13288,Tromantadine,10298,Human alphaherpesvirus 1|HSV-1|HSV1|Herpes simplex virus 1|Human herpesvirus 1|Human herpesvirus type 1|herpes simplex virus 1 HSV-1|herpes simplex virus HSV-1|herpes simplex virus type 1 HSV-1|herpes simplex virus type 1 HSV1|herpes simplex virus type-1 HSV-1
3312,Brivudine|(E)-5-(2-Bromovinyl)-deoxyuridine|Brivudina|Brivudine|Brivudinum|BVdU,10298,Human alphaherpesvirus 1|HSV-1|HSV1|Herpes simplex virus 1|Human herpesvirus 1|Human herpesvirus type 1|herpes simplex virus 1 HSV-1|herpes simplex virus HSV-1|herpes simplex virus type 1 HSV-1|herpes simplex virus type 1 HSV1|herpes simplex virus type-1 HSV-1
787,Acyclovir|Aciclovir|Aciclovirum|Acycloguanosine|Acyclovir,10298,Human alphaherpesvirus 1|HSV-1|HSV1|Herpes simplex virus 1|Human herpesvirus 1|Human herpesvirus type 1|herpes simplex virus 1 HSV-1|herpes simplex virus HSV-1|herpes simplex virus type 1 HSV-1|herpes simplex virus type 1 HSV1|herpes simplex virus type-1 HSV-1
299,Penciclovir|9-(4-hydroxy-3-(hydroxymethyl)butyl)guanine|9-(4-hydroxy-3-hydroxymethylbut-1-yl)-guanine|9-[2-hydroxy-1-(hydroxymethyl)-ethoxymethyl]guanine|9-[4-hydroxy-3-(hydroxymethyl)but-1-yl]guanine|PCV|PE2|Penciclovir|Penciclovirum,10298,Human alphaherpesvirus 1|HSV-1|HSV1|Herpes simplex virus 1|Human herpesvirus 1|Human herpesvirus type 1|herpes simplex virus 1 HSV-1|herpes simplex virus HSV-1|herpes simplex virus type 1 HSV-1|herpes simplex virus type 1 HSV1|herpes simplex virus type-1 HSV-1
224,Indinavir|(1(1S-2R)-5(S))-2-3-5-Trideoxy-N-(2-3-dihydro-2-hydroxy-1H-inden-1-yl)-5-(2-(((1-1-dimethylethyl)amino)carbonyl)-4-(3-pyridinylmethyl)-1-piperazinyl)-2-(phenylmethyl)-D-erythro-pentonamide|Indinavir|Indinavir anhydrous,11908,Human T-cell leukemia virus type I|HTLV-1|HTLV-I|Human T cell leukemia virus type 1|Human T-cell leukemia virus type 1|Human T-cell leukemia virus type I HTLV-I|Human T-cell leukemia virus-1|Human T-cell lymphotropic virus 1|Human T-cell lymphotropic virus type 1|Human T-cell lymphotropic virus type I|Human T-lymphotropic virus 1|Human T-lymphotropic virus type 1|Human adult T-cell leukemia virus|Human lymphotropic virus type I|human T cell leukemia virus type 1 HTLV-1|human T cell lymphotropic virus type I HTLV-I|human T-cell leukemia virus I|human T-cell leukemia virus type 1 HTLV-1|human T-cell leukemia/lymphoma virus type I HTLV-I|human T-cell leukemia/lymphotropic virus type I HTLV-I|human T-cell lymphoma/leukemia virus type I HTLV-I|human T-cell lymphotropic virus type 1- HTLV-1|human T-lymphotropic virus type 1 HTLV-1|human T-lymphotropic virus type I HTLV-I
194,Vidarabine|9-beta-D-arabinofuranosyl-9H-purin-6-amine|9-beta-D-arabinofuranosyl-adenine|9-beta-D-Arabinofuranosyladenine|9-��-D-arabinofuranosyl-9H-purin-6-amine|9-��-D-arabinofuranosyladenine|Spongoadenosine|Vidarabine|Vidarabinum,10376,Human gammaherpesvirus 4|EPV|HHV-4|Epstein-Barr virus EBV|Human herpesvirus 4|Human herpesvirus type 4|Epstein Barr virus
