#host-protein-ID,NCBI-gene-ID,disease-ID,disease-ID-NCI,disease-name
9981,27335,160750,27121,Myositis
9981,27335,613886,28754,Obesity
9981,27335,178330,33377,Ptosis
9981,27335,617080,36572,Seizures
9981,27335,99867,40100,Thymoma
9981,27335,595,175709,Centronuclear myopathy
9981,27335,682,238357,Hyperkalemic periodic paralysis
9981,27335,681,238358,Hypokalemic periodic paralysis
9981,27335,170600,268445,Normokalemic Periodic Paralysis
9981,27335,79102,268446,Thyrotoxic periodic paralysis
9981,27335,618511,442874,Neuropathy
9981,27335,300813,1261473,Sarcoma
9981,27335,600209,1442903,Exostoses
9981,27335,610947,1956346,Coronary Artery Disease
9981,27335,275766,3203102,Idiopathic pulmonary arterial hypertension
9983,27338,803,2736,Amyotrophic Lateral Sclerosis
9983,27338,605027,24299,Lymphoma
9983,27338,618221,25362,Mental Retardation
9983,27338,168600,30567,Parkinson Disease
9983,27338,177100,33774,Pruritus
9983,27338,105830,162635,Angelman Syndrome
9983,27338,526,221043,Liddle Syndrome
9983,27338,98756,752121,Spinocerebellar Ataxia Type 2
9983,27338,3080,3714756,Intellectual Disability
9984,27339,600807,4096,Asthma
9984,27339,902,43119,Werner Syndrome
2038,2734,803,2736,Amyotrophic Lateral Sclerosis
9987,27342,180300,3873,Rheumatoid Arthritis
9987,27342,275355,7137,Squamous cell carcinoma
9987,27342,603165,11603,Dermatitis
9987,27342,360,17636,Glioblastoma
9987,27342,615439,24437,Macular degeneration
9987,27342,673,24530,Malaria
9987,27342,615848,25202,melanoma
9987,27342,29073,26764,Multiple Myeloma
9987,27342,635,27819,Neuroblastoma
9987,27342,613886,28754,Obesity
9987,27342,615083,1527249,Colorectal Cancer
9988,27343,360,17636,Glioblastoma
9988,27343,888,175697,Van der Woude syndrome
9988,27343,615083,1527249,Colorectal Cancer
9989,27344,69,2726,Amyloidosis
9990,27345,618357,14544,Epilepsy
9990,27345,668,29463,Osteosarcoma
9990,27345,617080,36572,Seizures
9991,27346,615083,1527249,Colorectal Cancer
9992,27347,586,10674,Cystic Fibrosis
9992,27347,168600,30567,Parkinson Disease
9992,27347,358,268450,Gitelman Syndrome
9993,27348,617282,13421,Dystonia
9994,27349,275355,7137,Squamous cell carcinoma
9994,27349,360,17636,Glioblastoma
9994,27349,97279,21670,insulinoma
9994,27349,605027,24299,Lymphoma
9994,27349,29073,26764,Multiple Myeloma
9994,27349,635,27819,Neuroblastoma
9994,27349,613886,28754,Obesity
9994,27349,668,29463,Osteosarcoma
9994,27349,168600,30567,Parkinson Disease
9994,27349,181500,36341,Schizophrenia
9994,27349,618398,79772,T-Cell Lymphoma
9994,27349,615083,1527249,Colorectal Cancer
9994,27349,275766,3203102,Idiopathic pulmonary arterial hypertension
2039,2735,180300,3873,Rheumatoid Arthritis
2039,2735,109400,4779,Basal Cell Nevus Syndrome
2039,2735,543,6413,Burkitt Lymphoma
2039,2735,614740,7117,Basal cell carcinoma
2039,2735,275355,7137,Squamous cell carcinoma
2039,2735,226810,7570,Celiac Disease
2039,2735,2145,10278,Craniosynostosis
2039,2735,360,17636,Glioblastoma
2039,2735,388,19569,Hirschsprung Disease
2039,2735,520,23487,Acute Promyelocytic Leukemia
2039,2735,616,25149,Medulloblastoma
2039,2735,615848,25202,melanoma
2039,2735,156240,25500,Mesothelioma
2039,2735,29073,26764,Multiple Myeloma
2039,2735,126200,26769,Multiple Sclerosis
2039,2735,635,27819,Neuroblastoma
2039,2735,668,29463,Osteosarcoma
2039,2735,168600,30567,Parkinson Disease
2039,2735,618124,31117,Peripheral Neuropathy
2039,2735,600634,32000,Pituitary Adenoma
2039,2735,178500,34069,Pulmonary Fibrosis
2039,2735,797,36202,Sarcoidosis
2039,2735,69077,206743,Rhabdoid Tumor
2039,2735,39044,220633,Uveal melanoma
2039,2735,142,238461,Anaplastic thyroid carcinoma
2039,2735,380,265306,Greig cephalopolysyndactyly syndrome
2039,2735,601606,349658,Trichoepithelioma
2039,2735,99967,545074,Myxoid/Round Cell Liposarcoma
2039,2735,300813,1261473,Sarcoma
2039,2735,615083,1527249,Colorectal Cancer
2039,2735,1412,1861305,TARSAL-CARPAL COALITION SYNDROME
2039,2735,108985,1862382,SVEINSSON CHORIORETINAL ATROPHY
9995,27350,601626,23418,leukemia
9995,27350,617080,36572,Seizures
9997,27352,803,2736,Amyotrophic Lateral Sclerosis
9997,27352,208060,3850,Arteriosclerosis
9997,27352,180300,3873,Rheumatoid Arthritis
9997,27352,600807,4096,Asthma
9997,27352,209010,4153,Atherosclerosis
9997,27352,543,6413,Burkitt Lymphoma
9997,27352,275355,7137,Squamous cell carcinoma
9997,27352,586,10674,Cystic Fibrosis
9997,27352,612227,11849,Diabetes Mellitus
9997,27352,360,17636,Glioblastoma
9997,27352,601626,23418,leukemia
9997,27352,520,23487,Acute Promyelocytic Leukemia
9997,27352,91546,24198,Lyme Disease
9997,27352,673,24530,Malaria
9997,27352,558,24796,Marfan Syndrome
9997,27352,616,25149,Medulloblastoma
9997,27352,615848,25202,melanoma
9997,27352,652,25267,Multiple Endocrine Neoplasia Type 1
9997,27352,156240,25500,Mesothelioma
9997,27352,29073,26764,Multiple Myeloma
9997,27352,126200,26769,Multiple Sclerosis
9997,27352,254400,26948,Mycosis Fungoides
9997,27352,654,27708,Nephroblastoma
9997,27352,635,27819,Neuroblastoma
9997,27352,648,28326,Noonan Syndrome
9997,27352,613886,28754,Obesity
9997,27352,668,29463,Osteosarcoma
9997,27352,168600,30567,Parkinson Disease
9997,27352,2869,31269,Peutz-Jeghers Syndrome
9997,27352,729,32463,Polycythemia Vera
9997,27352,102300,35258,Restless Legs Syndrome
9997,27352,790,35335,Retinoblastoma
9997,27352,33276,36220,Kaposi Sarcoma
9997,27352,181500,36341,Schizophrenia
9997,27352,617080,36572,Seizures
9997,27352,3389,41296,Tuberculosis
9997,27352,293848,338451,Frontotemporal dementia
9997,27352,607785,349639,Juvenile Myelomonocytic Leukemia
9997,27352,1359,406810,Carney Complex
9997,27352,155240,549473,Thyroid carcinoma
9997,27352,171,566602,Primary sclerosing cholangitis
9997,27352,300813,1261473,Sarcoma
9997,27352,606217,1389018,Atrioventricular Septal Defect
9997,27352,615083,1527249,Colorectal Cancer
9997,27352,280,1956097,Wolf-Hirschhorn Syndrome
9997,27352,3080,3714756,Intellectual Disability
2040,2736,109400,4779,Basal Cell Nevus Syndrome
2040,2736,614740,7117,Basal cell carcinoma
2040,2736,275355,7137,Squamous cell carcinoma
2040,2736,2014,8925,Cleft Palate
2040,2736,219050,10417,Cryptorchidism
2040,2736,600771,13336,Dwarfism
2040,2736,618357,14544,Epilepsy
2040,2736,360,17636,Glioblastoma
2040,2736,617967,20255,Hydrocephalus
2040,2736,240800,20615,Hypoglycemia
2040,2736,520,23487,Acute Promyelocytic Leukemia
2040,2736,616,25149,Medulloblastoma
2040,2736,615848,25202,melanoma
2040,2736,635,27819,Neuroblastoma
2040,2736,668,29463,Osteosarcoma
2040,2736,168600,30567,Parkinson Disease
2040,2736,617080,36572,Seizures
2040,2736,2162,79541,Holoprosencephaly
2040,2736,618498,152427,Polydactyly
2040,2736,90695,242343,Panhypopituitarism
2040,2736,604292,265554,Ectrodactyly
2040,2736,2867,349588,Short stature
2040,2736,618412,557874,Global developmental delay
2040,2736,272620,686347,Tardive Dyskinesia
2040,2736,215600,1623038,Cirrhosis
2040,2736,2032,1800706,Idiopathic Pulmonary Fibrosis
2040,2736,782,3495488,Axenfeld-Rieger syndrome
2040,2736,95496,4053775,Pituitary stalk interruption syndrome
2041,2737,803,2736,Amyotrophic Lateral Sclerosis
2041,2737,2145,10278,Craniosynostosis
2041,2737,219050,10417,Cryptorchidism
2041,2737,586,10674,Cystic Fibrosis
2041,2737,220200,10964,Dandy-Walker Syndrome
2041,2737,618357,14544,Epilepsy
2041,2737,1199,14850,Esophageal Atresia
2041,2737,360,17636,Glioblastoma
2041,2737,609808,18552,Hamartoma
2041,2737,601626,23418,leukemia
2041,2737,616,25149,Medulloblastoma
2041,2737,601634,27794,Neural Tube Defects
2041,2737,668,29463,Osteosarcoma
2041,2737,176410,34013,Precocious Puberty
2041,2737,778,35372,Rett Syndrome
2041,2737,617080,36572,Seizures
2041,2737,609432,39075,Syndactyly
2041,2737,3389,41296,Tuberculosis
2041,2737,910,43346,Xeroderma Pigmentosum
2041,2737,2162,79541,Holoprosencephaly
2041,2737,48104,85652,Pyoderma Gangrenosum
2041,2737,618498,152427,Polydactyly
2041,2737,794,175699,Saethre-Chotzen Syndrome
2041,2737,90695,242343,Panhypopituitarism
2041,2737,672,265220,Pallister-Hall syndrome
2041,2737,380,265306,Greig cephalopolysyndactyly syndrome
2041,2737,138,265354,CHARGE Syndrome
2041,2737,217607,340427,Familial dilated cardiomyopathy
2041,2737,2867,349588,Short stature
2041,2737,187350,423113,Telecanthus
2041,2737,36,796147,Acrocallosal Syndrome
2041,2737,615083,1527249,Colorectal Cancer
2041,2737,2032,1800706,Idiopathic Pulmonary Fibrosis
2041,2737,300200,1846223,Adrenal hypoplasia
2041,2737,601759,1866339,Preaxial Hallucal Polydactyly
2041,2737,275766,3203102,Idiopathic pulmonary arterial hypertension
2041,2737,601331,3536714,Renal dysplasia
2041,2737,99798,4082304,Oligodontia
2043,2739,418,1627,Congenital adrenal hyperplasia
2043,2739,208060,3850,Arteriosclerosis
2043,2739,209010,4153,Atherosclerosis
2043,2739,144700,7134,Renal Cell Carcinoma
2043,2739,612227,11849,Diabetes Mellitus
2043,2739,399,20179,Huntington Disease
2043,2739,601626,23418,leukemia
2043,2739,673,24530,Malaria
2043,2739,615848,25202,melanoma
2043,2739,126200,26769,Multiple Sclerosis
2043,2739,618178,27726,Nephrotic Syndrome
2043,2739,613886,28754,Obesity
2043,2739,102300,35258,Restless Legs Syndrome
2043,2739,181500,36341,Schizophrenia
2043,2739,3389,41296,Tuberculosis
2043,2739,300813,1261473,Sarcoma
2043,2739,615083,1527249,Colorectal Cancer
238,274,69,2726,Amyloidosis
238,274,110150,5745,Blepharoptosis
238,274,275355,7137,Squamous cell carcinoma
238,274,176600,11265,Presenile dementia
238,274,603813,20443,Hypercholesterolemia
238,274,615848,25202,melanoma
238,274,618414,26848,Myopathy
238,274,635,27819,Neuroblastoma
238,274,618155,29089,Ophthalmoplegia
238,274,168600,30567,Parkinson Disease
238,274,595,175709,Centronuclear myopathy
238,274,69077,206743,Rhabdoid Tumor
238,274,596,410203,X-linked centronuclear myopathy
238,274,614744,427055,Facial Paresis
238,274,127750,497327,Dementia
238,274,615083,1527249,Colorectal Cancer
238,274,169186,3645536,Autosomal Recessive Centronuclear Myopathy
2044,2740,208060,3850,Arteriosclerosis
2044,2740,209010,4153,Atherosclerosis
2044,2740,612227,11849,Diabetes Mellitus
2044,2740,97280,17689,Glucagonoma
2044,2740,240800,20615,Hypoglycemia
2044,2740,97279,21670,insulinoma
2044,2740,635,27819,Neuroblastoma
2044,2740,613886,28754,Obesity
2044,2740,615083,1527249,Colorectal Cancer
2044,2740,610947,1956346,Coronary Artery Disease
2045,2741,107650,3578,Apnea
2045,2741,618357,14544,Epilepsy
2045,2741,618364,27066,Myoclonus
2045,2741,617080,36572,Seizures
2045,2741,618412,557874,Global developmental delay
2045,2741,3197,4084968,Hereditary Hyperekplexia
2046,2742,618357,14544,Epilepsy
2046,2742,181500,36341,Schizophrenia
9998,27429,803,2736,Amyotrophic Lateral Sclerosis
9998,27429,144700,7134,Renal Cell Carcinoma
9998,27429,219050,10417,Cryptorchidism
9998,27429,399,20179,Huntington Disease
9998,27429,615848,25202,melanoma
9998,27429,618291,26847,Spinal Muscular Atrophy
9998,27429,635,27819,Neuroblastoma
9998,27429,168600,30567,Parkinson Disease
9998,27429,39044,220633,Uveal melanoma
9998,27429,601812,231341,Premature aging syndrome
2047,2743,618412,557874,Global developmental delay
2047,2743,3080,3714756,Intellectual Disability
2047,2743,3197,4084968,Hereditary Hyperekplexia
9999,27430,2014,8925,Cleft Palate
9999,27430,612227,11849,Diabetes Mellitus
9999,27430,635,27819,Neuroblastoma
9999,27430,168600,30567,Parkinson Disease
10000,27433,208060,3850,Arteriosclerosis
10000,27433,209010,4153,Atherosclerosis
10000,27433,635,27819,Neuroblastoma
10001,27434,543,6413,Burkitt Lymphoma
10001,27434,605027,24299,Lymphoma
10002,27436,275355,7137,Squamous cell carcinoma
10002,27436,605027,24299,Lymphoma
2048,2744,824,1815,Primary Myelofibrosis
2048,2744,180300,3873,Rheumatoid Arthritis
2048,2744,176600,11265,Presenile dementia
2048,2744,99828,11311,Dengue Fever
2048,2744,360,17636,Glioblastoma
2048,2744,97279,21670,insulinoma
2048,2744,601626,23418,leukemia
2048,2744,615848,25202,melanoma
2048,2744,181500,36341,Schizophrenia
2048,2744,99829,43395,Yellow Fever
2048,2744,115,220668,Congenital contractural arachnodactyly
2048,2744,127750,497327,Dementia
2048,2744,215600,1623038,Cirrhosis
2048,2744,1412,1861305,TARSAL-CARPAL COALITION SYNDROME
10007,27443,601634,27794,Neural Tube Defects
10008,27445,618481,11053,Deafness
10008,27445,618357,14544,Epilepsy
10008,27445,165199,29124,Optic Atrophy
10008,27445,181500,36341,Schizophrenia
10008,27445,617080,36572,Seizures
10008,27445,145290,151889,Hyperreflexia
10008,27445,617412,221356,Brachycephaly
10008,27445,213000,266470,Cerebellar Hypoplasia
10008,27445,2867,349588,Short stature
10008,27445,618412,557874,Global developmental delay
2049,2745,600807,4096,Asthma
2049,2745,275355,7137,Squamous cell carcinoma
2049,2745,635,27819,Neuroblastoma
2049,2745,613886,28754,Obesity
2049,2745,168600,30567,Parkinson Disease
2049,2745,797,36202,Sarcoidosis
2050,2746,618357,14544,Epilepsy
2050,2746,240800,20615,Hypoglycemia
2050,2746,618221,25362,Mental Retardation
2050,2746,168600,30567,Parkinson Disease
2050,2746,181500,36341,Schizophrenia
2050,2746,617080,36572,Seizures
2050,2746,138,265354,CHARGE Syndrome
2050,2746,178029,687720,Central Diabetes Insipidus
2050,2746,3322,1846142,HOYERAAL-HREIDARSSON SYNDROME
2050,2746,55654,1854310,Hypotrichosis simplex
2050,2746,3080,3714756,Intellectual Disability
2051,2747,168600,30567,Parkinson Disease
239,275,618357,14544,Epilepsy
239,275,145750,20557,Hypertriglyceridemia
239,275,605027,24299,Lymphoma
239,275,618221,25362,Mental Retardation
239,275,618364,27066,Myoclonus
239,275,260480,30305,Pancreatitis
239,275,181500,36341,Schizophrenia
239,275,617080,36572,Seizures
239,275,145290,151889,Hyperreflexia
239,275,614462,268559,Hyperglycinemia
239,275,615083,1527249,Colorectal Cancer
239,275,3080,3714756,Intellectual Disability
2055,2752,85138,1403,Addison Disease
2055,2752,69,2726,Amyloidosis
2055,2752,107650,3578,Apnea
2055,2752,612227,11849,Diabetes Mellitus
2055,2752,618357,14544,Epilepsy
2055,2752,360,17636,Glioblastoma
2055,2752,613886,28754,Obesity
2055,2752,168600,30567,Parkinson Disease
2055,2752,181500,36341,Schizophrenia
2055,2752,617080,36572,Seizures
2055,2752,613070,85605,Liver Failure
2055,2752,145290,151889,Hyperreflexia
2055,2752,300100,162309,Adrenoleukodystrophy
2055,2752,888,175697,Van der Woude syndrome
2055,2752,70567,206698,Cholangiocarcinoma
2055,2752,610947,1956346,Coronary Artery Disease
240,276,69,2726,Amyloidosis
240,276,613886,28754,Obesity
2058,2760,618357,14544,Epilepsy
2058,2760,796,36161,Sandhoff Disease
2058,2760,617080,36572,Seizures
2058,2760,845,39373,Tay-Sachs Disease
2058,2760,127750,497327,Dementia
2058,2760,618412,557874,Global developmental delay
2060,2762,615083,1527249,Colorectal Cancer
2061,2764,99867,40100,Thymoma
2062,2765,360,17636,Glioblastoma
2063,2766,615848,25202,melanoma
2063,2766,610947,1956346,Coronary Artery Disease
2064,2767,612079,2170,Alopecia
2064,2767,600919,3811,Cardiac Arrhythmia
2064,2767,617912,18798,Congenital Heart Defects
2064,2767,616963,20437,Hypercalcemia
2064,2767,618188,20502,Hyperparathyroidism
2064,2767,601198,20598,Hypocalcemia
2064,2767,615848,25202,melanoma
2064,2767,126200,26769,Multiple Sclerosis
2064,2767,162900,27960,Nevus
2064,2767,618314,151723,Hypomagnesemia
2064,2767,39044,220633,Uveal melanoma
2064,2767,600740,3875492,Hypocalciuric hypercalcemia
2064,2767,428,4048195,Autosomal dominant hypocalcemia
2065,2768,180300,3873,Rheumatoid Arthritis
2065,2768,275355,7137,Squamous cell carcinoma
2065,2768,618278,16059,Fibrosis
2065,2768,617027,20428,Hyperaldosteronism
2065,2768,605027,24299,Lymphoma
2065,2768,652,25267,Multiple Endocrine Neoplasia Type 1
2065,2768,29073,26764,Multiple Myeloma
2065,2768,610755,27662,Multiple Endocrine Neoplasia
2065,2768,171300,31511,Pheochromocytoma
2065,2768,178500,34069,Pulmonary Fibrosis
2065,2768,615083,1527249,Colorectal Cancer
2065,2768,617075,2931822,Nasopharyngeal carcinoma
241,277,69,2726,Amyloidosis
241,277,613886,28754,Obesity
2067,2770,144700,7134,Renal Cell Carcinoma
2068,2771,963,1206,Acromegaly
2068,2771,181500,36341,Schizophrenia
2070,2773,107650,3578,Apnea
2070,2773,2014,8925,Cleft Palate
2070,2773,168600,30567,Parkinson Disease
2071,2774,617282,13421,Dystonia
2071,2774,168600,30567,Parkinson Disease
2071,2774,181500,36341,Schizophrenia
2071,2774,314300,40485,Torticollis
2071,2774,616736,40822,Tremor
2071,2774,272620,686347,Tardive Dyskinesia
2071,2774,255,1851920,Dopa-Responsive Dystonia
2071,2774,615073,3554447,DYSTONIA 25
2072,2775,85138,1403,Addison Disease
2072,2775,144700,7134,Renal Cell Carcinoma
2072,2775,226810,7570,Celiac Disease
2072,2775,586,10674,Cystic Fibrosis
2072,2775,612227,11849,Diabetes Mellitus
2072,2775,618357,14544,Epilepsy
2072,2775,254400,26948,Mycosis Fungoides
2072,2775,181500,36341,Schizophrenia
2072,2775,617080,36572,Seizures
2072,2775,608175,178468,Autoimmune thyroid disease
2072,2775,375,403529,Anti-Glomerular Basement Membrane Disease
2072,2775,618437,543888,Epileptic encephalopathy
2072,2775,618412,557874,Global developmental delay
2072,2775,108985,1862382,SVEINSSON CHORIORETINAL ATROPHY
2073,2776,618357,14544,Epilepsy
2073,2776,137760,17601,Glaucoma
2073,2776,617912,18798,Congenital Heart Defects
2073,2776,615848,25202,melanoma
2073,2776,249400,25209,Melanosis
2073,2776,618221,25362,Mental Retardation
2073,2776,162900,27960,Nevus
2073,2776,613886,28754,Obesity
2073,2776,165199,29124,Optic Atrophy
2073,2776,600634,32000,Pituitary Adenoma
2073,2776,739,32897,Prader-Willi Syndrome
2073,2776,181500,36341,Schizophrenia
2073,2776,617080,36572,Seizures
2073,2776,185100,38379,Strabismus
2073,2776,3205,38505,Sturge-Weber Syndrome
2073,2776,145290,151889,Hyperreflexia
2073,2776,49382,152200,Achromatopsia
2073,2776,39044,220633,Uveal melanoma
2073,2776,3080,3714756,Intellectual Disability
2075,2778,963,1206,Acromegaly
2075,2778,600807,4096,Asthma
2075,2778,209010,4153,Atherosclerosis
2075,2778,116,4903,Beckwith-Wiedemann Syndrome
2075,2778,70589,6287,Bronchopulmonary Dysplasia
2075,2778,144700,7134,Renal Cell Carcinoma
2075,2778,275355,7137,Squamous cell carcinoma
2075,2778,442,10308,Congenital Hypothyroidism
2075,2778,553,10481,Cushing Syndrome
2075,2778,618481,11053,Deafness
2075,2778,612227,11849,Diabetes Mellitus
2075,2778,600771,13336,Dwarfism
2075,2778,166000,14084,Enchondromatosis
2075,2778,618357,14544,Epilepsy
2075,2778,618188,20502,Hyperparathyroidism
2075,2778,601198,20598,Hypocalcemia
2075,2778,307500,20619,Hypogonadism
2075,2778,614450,20676,Hypothyroidism
2075,2778,601626,23418,leukemia
2075,2778,69078,23827,liposarcoma
2075,2778,673,24530,Malaria
2075,2778,616,25149,Medulloblastoma
2075,2778,615848,25202,melanoma
2075,2778,652,25267,Multiple Endocrine Neoplasia Type 1
2075,2778,618221,25362,Mental Retardation
2075,2778,254400,26948,Mycosis Fungoides
2075,2778,255960,27149,Myxoma
2075,2778,610755,27662,Multiple Endocrine Neoplasia
2075,2778,635,27819,Neuroblastoma
2075,2778,310800,28738,Nystagmus
2075,2778,613886,28754,Obesity
2075,2778,259750,29456,Osteoporosis
2075,2778,668,29463,Osteosarcoma
2075,2778,171300,31511,Pheochromocytoma
2075,2778,2879,31575,Phocomelia
2075,2778,600634,32000,Pituitary Adenoma
2075,2778,175510,32584,polyps
2075,2778,2965,33375,Prolactinoma
2075,2778,614496,33805,Pseudohypoaldosteronism
2075,2778,603233,33806,Pseudohypoparathyroidism
2075,2778,26790,33822,Pseudomyxoma Peritonei
2075,2778,176410,34013,Precocious Puberty
2075,2778,181500,36341,Schizophrenia
2075,2778,617080,36572,Seizures
2075,2778,611597,86543,Cataract
2075,2778,617093,151686,Growth retardation
2075,2778,112270,151825,Bone pain
2075,2778,608175,178468,Autoimmune thyroid disease
2075,2778,70567,206698,Cholangiocarcinoma
2075,2778,950,220659,Acrodysostosis
2075,2778,115,220668,Congenital contractural arachnodactyly
2075,2778,616849,221357,Brachydactyly
2075,2778,562,242292,McCune-Albright Syndrome
2075,2778,2867,349588,Short stature
2075,2778,310468,392525,Nephrolithiasis
2075,2778,1359,406810,Carney Complex
2075,2778,55881,1367554,Adamantinoma
2075,2778,618317,1389280,Basal ganglia calcification
2075,2778,615083,1527249,Colorectal Cancer
2075,2778,607278,1709353,Osteofibrous Dysplasia
2075,2778,1412,1861305,TARSAL-CARPAL COALITION SYNDROME
2075,2778,94089,2932715,Pseudohypoparathyroidism Type 1B
2075,2778,79444,2932716,Pseudohypoparathyroidism Type 1C
2075,2778,230300,3665358,Galactorrhea
2075,2778,3080,3714756,Intellectual Disability
2076,2779,617024,28077,Night Blindness
2076,2779,791,35334,Retinitis Pigmentosa
242,278,69,2726,Amyloidosis
242,278,613886,28754,Obesity
2077,2780,238950,20490,Hyperopia
2077,2780,310800,28738,Nystagmus
2077,2780,49382,152200,Achromatopsia
2077,2780,304030,730290,Cone dystrophy
2077,2780,1871,3665342,Progressive cone dystrophy
2078,2781,615848,25202,melanoma
2079,2782,600807,4096,Asthma
2079,2782,181500,36341,Schizophrenia
2081,2784,803,2736,Amyotrophic Lateral Sclerosis
2081,2784,600919,3811,Cardiac Arrhythmia
2081,2784,208060,3850,Arteriosclerosis
2081,2784,209010,4153,Atherosclerosis
2081,2784,617280,4238,Atrial Fibrillation
2081,2784,275355,7137,Squamous cell carcinoma
2081,2784,617008,7789,Cerebral Palsy
2081,2784,119915,9088,Cluster Headache
2081,2784,612227,11849,Diabetes Mellitus
2081,2784,360,17636,Glioblastoma
2081,2784,603813,20443,Hypercholesterolemia
2081,2784,144250,20473,Hyperlipidemia
2081,2784,126200,26769,Multiple Sclerosis
2081,2784,613886,28754,Obesity
2081,2784,181500,36341,Schizophrenia
2081,2784,617080,36572,Seizures
2081,2784,272120,38644,Sudden infant death syndrome
2081,2784,609289,39070,Syncope
2081,2784,244242,162739,HELLP Syndrome
2081,2784,70567,206698,Cholangiocarcinoma
2081,2784,155240,549473,Thyroid carcinoma
2081,2784,613845,740394,Hyperuricemia
2081,2784,215600,1623038,Cirrhosis
2081,2784,200110,1860224,ABLEPHARON-MACROSTOMIA SYNDROME
2081,2784,610947,1956346,Coronary Artery Disease
2082,2785,617080,36572,Seizures
2083,2786,144700,7134,Renal Cell Carcinoma
2084,2787,617912,18798,Congenital Heart Defects
243,279,613886,28754,Obesity
243,279,260480,30305,Pancreatitis
243,279,168600,30567,Parkinson Disease
2087,2790,615848,25202,melanoma
2092,2796,301700,3126,Anosmia
2092,2796,219050,10417,Cryptorchidism
2092,2796,360,17636,Glioblastoma
2092,2796,307500,20619,Hypogonadism
2092,2796,616,25149,Medulloblastoma
2092,2796,615848,25202,melanoma
2092,2796,2495,25286,Meningioma
2092,2796,259750,29456,Osteoporosis
2092,2796,260950,31099,Periodontitis
2092,2796,171300,31511,Pheochromocytoma
2092,2796,600634,32000,Pituitary Adenoma
2092,2796,176410,34013,Precocious Puberty
2092,2796,1501,206686,Adrenocortical carcinoma
2092,2796,39044,220633,Uveal melanoma
2092,2796,175,220748,Cartilage-hair hypoplasia
2092,2796,168829,1514428,Primary Peritoneal Carcinoma
2092,2796,605820,1853926,NONAKA MYOPATHY
2094,2798,301700,3126,Anosmia
2094,2798,617280,4238,Atrial Fibrillation
2094,2798,219050,10417,Cryptorchidism
2094,2798,307500,20619,Hypogonadism
2094,2798,615848,25202,melanoma
2094,2798,2495,25286,Meningioma
2094,2798,613886,28754,Obesity
2094,2798,259750,29456,Osteoporosis
2094,2798,600634,32000,Pituitary Adenoma
2094,2798,478,162809,Kallmann Syndrome
2094,2798,175,220748,Cartilage-hair hypoplasia
2095,2799,618481,11053,Deafness
2095,2799,618357,14544,Epilepsy
2095,2799,142625,19572,Hirsutism
2095,2799,618221,25362,Mental Retardation
2095,2799,617080,36572,Seizures
2095,2799,614979,38002,Splenomegaly
2095,2799,252900,86647,Mucopolysaccharidosis Type IIIA
2095,2799,3080,3714756,Intellectual Disability
43,28,846,2312,alpha-Thalassemia
43,28,616860,2871,Anemia
43,28,208060,3850,Arteriosclerosis
43,28,180300,3873,Rheumatoid Arthritis
43,28,600807,4096,Asthma
43,28,209010,4153,Atherosclerosis
43,28,275355,7137,Squamous cell carcinoma
43,28,586,10674,Cystic Fibrosis
43,28,99828,11311,Dengue Fever
43,28,612227,11849,Diabetes Mellitus
43,28,126850,13295,Duodenal Ulcer
43,28,98878,19069,Hemophilia A
43,28,237900,20433,Hyperbilirubinemia
43,28,603813,20443,Hypercholesterolemia
43,28,601626,23418,leukemia
43,28,673,24530,Malaria
43,28,652,25267,Multiple Endocrine Neoplasia Type 1
43,28,29073,26764,Multiple Myeloma
43,28,613886,28754,Obesity
43,28,617441,40034,Thrombocytopenia
43,28,3389,41296,Tuberculosis
43,28,903,42974,von Willebrand Disease
43,28,193450,42998,Vulvovaginitis
43,28,612336,398623,Thrombophilia
43,28,600263,850666,helicobacter pylori infection
43,28,615083,1527249,Colorectal Cancer
43,28,1412,1861305,TARSAL-CARPAL COALITION SYNDROME
43,28,610947,1956346,Coronary Artery Disease
244,280,613886,28754,Obesity
2096,2800,2014,8925,Cleft Palate
2097,2801,618346,25958,Microcephaly
2097,2801,615083,1527249,Colorectal Cancer
2099,2803,108100,3864,Arthritis
2099,2803,144700,7134,Renal Cell Carcinoma
2099,2803,84,15625,Fanconi Anemia
2099,2803,360,17636,Glioblastoma
2099,2803,66646,1136033,Cutaneous Mastocytosis
2099,2803,610947,1956346,Coronary Artery Disease
2100,2804,131400,14457,Eosinophilia
2100,2804,254700,27022,Myeloproliferative disease
2101,2805,109720,23892,Biliary cirrhosis
2101,2805,3389,41296,Tuberculosis
2102,2806,208060,3850,Arteriosclerosis
2102,2806,209010,4153,Atherosclerosis
2102,2806,586,10674,Cystic Fibrosis
2102,2806,612227,11849,Diabetes Mellitus
2102,2806,145750,20557,Hypertriglyceridemia
2102,2806,613886,28754,Obesity
2102,2806,181500,36341,Schizophrenia
2102,2806,142,238461,Anaplastic thyroid carcinoma
2102,2806,155240,549473,Thyroid carcinoma
2102,2806,615083,1527249,Colorectal Cancer
2103,2810,275355,7137,Squamous cell carcinoma
2103,2810,29073,26764,Multiple Myeloma
2103,2810,70567,206698,Cholangiocarcinoma
2103,2810,115,220668,Congenital contractural arachnodactyly
2103,2810,1114,282160,Aplasia Cutis Congenita
2103,2810,617075,2931822,Nasopharyngeal carcinoma
2104,2811,208060,3850,Arteriosclerosis
2104,2811,209010,4153,Atherosclerosis
2104,2811,274,5129,Bernard-Soulier Syndrome
2104,2811,275355,7137,Squamous cell carcinoma
